text,label
"Esta feucho pero bueno xd 2 dia de #RichTober , @ElRichMC  con una mascota! Piggers!pic.twitter.com/egj75dFTbt",POSITIVE
Esta re bueno pero es que..,POSITIVE
"A esta hora el café es una gran cosa, bueno a toda hora pero a esta más",POSITIVE
"Faltaron mi tame impala y childish gambino  pero el line up del lolla está muy bueno, regálenme una entrada porfa",POSITIVE
Bueno gente no es por deprimirlos pero se acerca el cumpleaños de esta hermosa personita pic.twitter.com/fypWM2dLrR,POSITIVE
"Muy buenos días familia, al fin viernes!!!! , llegó el esperado fin de semana, ufff, que larga se me ha hecho esta semana amigos, no sé a vosotras pero bueno, a partir de esta tarde noche a descansar, disfrutar,… https://www.instagram.com/p/B3MAY6LHABp/?igshid=3zbbglytn90i …",POSITIVE
"Bueno, no se si tanto, pero está muy linda",POSITIVE
"Solo he visto Grey's y pues bueno tiene sus cosas pero creo que son soportables, merece mucho la pena ver esta serie maravillosa!",POSITIVE
"hagamos cabinas para transportar a la gente. viajes verticalizados incesantes y claustrofóbicos pero qué dices, tas loco que si! ya verás, cambiaremos el paisaje de las ciudades. edificios infinitos. los empeoraremos querrás decir! bueno está bien,  les pondré espejos.",POSITIVE
"A mí me gusta que una persona sea diferente a mí pero que podamos compartir algunas cosas ya sea en personalidad o gustos porque está bueno, incluso la diferencia de opiniones y esas cosas",POSITIVE
"Esta bueno, combina. Pero prueba ponerle color a tu vestuario  Combina el negro con el rojo, lila o incluso un amarillo.",POSITIVE
"que bueno que me salí de esta clase de gente, tardé comprender y todavía me cuesta pero poco a poco veo los resultados",POSITIVE
"la soledad se disfruta cuando se esta en equilibrio con uno mismo, pero cuando algo seta fuera de esa armonía, es bueno contar con un abrazo y un silencio aunque sea en la distanciapara ti muchos mas, animo",POSITIVE
La verdad es que hubiera estado genial que la Tabacalera fuera el Ayuntamiento pero bueno ya esta así,POSITIVE
"Miren esta opción momosha de domicilio sin plástico ni icopor (excepto la bebida), pero bueno, algo es algo.  pic.twitter.com/S674nHK4Qd",POSITIVE
"Que discreto el juego de Cerro viejo. Pero bueno, ya está. No más mala onda.",POSITIVE
"bueno ya lo dije pero voy a dejar un poco esta cuenta un tiempo que lo necesito, estare en mi otra cuenta:)",POSITIVE
"Tiene:  –Garbanzos –Brócoli –Cebolla –Champiñones –Jengibre (en polvo)  –Cúrcuma –Curry  Para la salsa:  Cualquier leche vegetal sirve, yo usé de soja. Pero con leche de coco también está bueno",POSITIVE
"Jajaj bueno pero ya casi esta, ya lo tenés mi amorrr te amo",POSITIVE
BUENO PERO ESTA NIÑA SE PONE MÁS BONITA CADA QUE RESPIRA O Q.  https://twitter.com/TwicePIC/status/1179404606805331970 …,POSITIVE
"""Somos un equipo nuevo pero está bueno el proceso de su construcción” http://www.basquet24.com/somos-un-equipo-nuevo-pero-esta-bueno-el-proceso-de-su-construccion/ …",POSITIVE
"Eso esta muy bien y te deseo la mejor suerte.  Pero pasar a hacer parte de la lista verde es de hecho un calculo politico.  No digo que sea malo perse, pero es pasar a un partido verde que de verde solo tiene el nombre. Pero bueno mucha suerte!!!",POSITIVE
"Es bueno acceder a perder el orgullo a veces cuando ambos son orgullosos, pero a veces tenemos que ver hasta qué punto está dispuesta la otra persona a mantener su orgullo. No hay que ser siempre el que acceda",POSITIVE
"Oye, pero qué bueno esto. Sobre todo porque está escrito impecablemente. pic.twitter.com/mTvSJZs7u8",POSITIVE
"bueno en verdad si, que me lo guarde pero ya esta :)",POSITIVE
"Bien, ya he empezado el Máster, ya he dado una clase de cada asignatura y me está gustando bastante. En general veo que voy a sufrir bastante porque lógicamente mi nivel de dibujo, escultura y anatomía no es demasiado bueno, pero me alegro porque voy a aprender un montón!!",POSITIVE
"Creo que en el caso de esta peli, la sala es importante. A mi me gustó por dos razones, el sonido (para mi el verdadero prota de la peli) y la ausencia de diálogos. La oscuridad y la acústica del cine ayudaban mucho.  Pero bueno, para gustos colores.",POSITIVE
"""Creo que todos tenemos ambas partes, ¿no?  Pero, bueno, como digo... haré el esfuerzo para que las cosas no vayan tan mal.""  —Los últimos sorbos a su copa mezclada.  ""Está bien. Descubramos tu lado encantador, si es posible.""",POSITIVE
"Merecida victoria. Una pena por Roger después de los 5 MPs salvados, pero se merece esta victoria el bueno de Sascha.",POSITIVE
Había otra que se veía de forma panorámica todo el vestuario pero bueno esta foto también se ve una parte.,POSITIVE
Bueno .. pero la canción de harry esta buena,POSITIVE
Bueno en total hice: 6 horas de cola.  Esta es una foto de mi formandole peo al militar porque se me colearon 4 que no hicieron cola. Pero salí divino lleno de gasolina pic.twitter.com/GKYeu9fFY0,POSITIVE
"Fantabulosa la tienda esta de Santiago de fumetas por un té afrutado que prefiero un café con leche pero bueno aquí solo hay infusiones 1,40 y te lo dan en una tetera pequeña que te llena 2 tazas mientras juegas al que quieras de más de 1000 títulos gratis pic.twitter.com/8o586LkQUP",POSITIVE
Bueno algo inesperado ya que creía que saldría hasta mañana pero ya me e visto el primer capitulo de Beastars y la verdad es que me a gustado bastante y ademas me a dejado con esas ganas de mas la cual de momento hasta ahora solo pocos animes de esta temporada lo han logrado pic.twitter.com/lGZUwUuZ4R,POSITIVE
- ¿Pero el francés era lindo? - Esta más bueno que comer pollo con las manos. pic.twitter.com/P8wsCzhNo7,POSITIVE
"Excelente interpretación mejor que la original, pero compadre ya está bueno de tanta rogadera",POSITIVE
"Cyrus está un poco metido con pinzas pero bueno pienso que sería gracioso un personaje del Octopath en el Smash. Hans para mí es el imprescindible, lo necesito dentro. Krystal es otra imprescindible, Rayman molaría y Shantae se lo merece. pic.twitter.com/r68Mn6feTI",POSITIVE
"Date una vuelta por Instagram. La gente, como todos los años, esta muy contenta con el sistema de venta. Yo casi preferiría hacer cola en algún sitio como en los 80’. En fin... Pero bueno, en nuestro caso será de nuevo la fiesta que dé inicio al verano. #LesArts2020",POSITIVE
Tomas y yo comiendo antes de las 4 pero bueno que esta pasando,POSITIVE
"Muy bueno, pero mucho, eh! Disfruta de esta tarde de domingo.",POSITIVE
La verdad espera puro Jose Jose....... pero esta muy bueno el programa Saludos @Arturo_Rdgz #NotasSinPautaCursi,POSITIVE
"El otro día hice una tortilla de patatas con patatas cocidas para un familiar enfermo. Y está rica. No es igual, pero con amor todo está bueno.",POSITIVE
"Por la sinopsis me llamo la atención por completo, esta bueno esa manera identificar a los criminales  tengo para rato, aqui pero por donde se comienza Cherse(?)  pic.twitter.com/OzvX0uwuJf",POSITIVE
Al principio un poco me sorprendió pero está bueno sí. Me copa,POSITIVE
"Me encanta Oscar , pero mi marido Mario está más bueno",POSITIVE
"Miley nos está haciendo esperar, pero el nuevo disco va a combinar elementos Pop (DEL BUENO!) Rock, Disco, Hip Hop, probablemente también buena composición lírica pic.twitter.com/erK2vXcceq",POSITIVE
"Bueno, siempre habrá una ganadora y esta vez no fue mi suerte pero me da mucha felicidad que haya una personita que si se le haya cumplido ¡Felicidades!",POSITIVE
"Hay variantes de pueblos pero a mi me la contaron de esta forma:  I.   El Jacho era un pescador y agricultor de Yauco que sostenía su familia con lo que cosechaba y pescaba. Era un hombre bueno, súper religioso, tanto así que siempre llevaba consigo una cruz de acacia bendecida.",POSITIVE
"No me acordaba lo que me gustaba esta serie. No pasan demasiadas cosas pero están bien contadas, y con eso vale. Y bueno, que todas son maravillosas y actrices increíbles #BigLittleLies",POSITIVE
"Sobre todo un lunes que es el comienzo de la semana , y aveces está bueno explotar pero para bien",POSITIVE
Discúlpenme pero Lenny Tavarez está bien bueno,POSITIVE
"Y esto es lo que se consigue con esfuerzo que las cosas salgan como quieres jajaja, y es que esta escena de Ssiufana es ¡perfecta! (bueno casi, todo es mejorable) pero leñe, la diferencia de dibujo en unos capítulos es brutal ¡y me encanta!",POSITIVE
"Increible el Joker. Es un 10 esta película,diferente a cualquier cosa que uno se espere ver. Y Joaquin Phoenix sublime, se podrá discutir si es mejor o peor Joker que Ledger,pero como loco si que se lo come. Ah y encima sale De Niro que eso siempre es bueno. pic.twitter.com/7xFJrNYqYb",POSITIVE
Seguro la encierra mañana y bueno son seis capitulos. Pero es un monton!! En un spoiler decian q Lucia esta encerrada unos 5 dias,POSITIVE
Igual está bueno Pero prefiero Rock in Río,POSITIVE
"<< en la barra,apoyándose con las manos-  Bueno,a ver... a mi no me disgusta hacerlo de ver en cuando pero cambiemos de tema. Está bien,el rojo déjamelo a mí y yo te dejo el negro  -se levanta del asiento y le pone la mano en el hombro-  Exacto,es como montarme a mí -bromeó >>",POSITIVE
"El Azul siempre tendrá aficionados nobles y generalmente son muy buenas personas, los felicito a todos y por eso precisamente por eso me enca... la directiva, está afición merece que el equipo esté en buenas manos... pero bueno a disfrutar el 5-2",POSITIVE
"Hoy estaba perfecto para estar en la plaza de ponce pero está nena no se me desenchufa y bueno, ya pasó todo el día prácticamente",POSITIVE
"@canal9oficial #tufabulosofinde @veronicavarano corazón!!! Hace preguntas con sentido más allá q desconozcas el folklore lee,instruite sobre las danzas folklóricas para no pasar vergüenza. @diegopcalamar Está bueno el programa falta limar algunas cositas pero al menos entretiene",POSITIVE
m estoy leyendo killing stalking y dios santo q relación mas toxica lpm pero es buenísimo y sangwoo esta re bueno kede cirles,POSITIVE
En verdá está yendo así más bien pero bueno que nada me impida quejarme pic.twitter.com/1xFZgDSdup,POSITIVE
"Para mi, God Of War. Horizon esta bueno, pero gow esta mucho mejor. Nioh no lo jugue",POSITIVE
"Bueno, yo diría que ciencia ficción es en lo que está enmarcado. Pero el trasfondo humano va mucho más allá de la historia base. Es un libro para releer con calma. Yo, incluso subrayé. Es un libro de tertulia, con mayúsculas.",POSITIVE
Disculpen el autobombo pero está bueno recordarlo.,POSITIVE
que bueno que esta Andy muschietti pero dirijime toooodo,POSITIVE
"Pues lo habrás saboreado como realmente sabe el café. Desde que era adolescente, sin azúcar!!! Y claro, se me agrió más aún el carácter... pero y lo bueno que está el café, eh??!!!!",POSITIVE
"Gracias  No es la primera vez que voy pero esta vez he ido por cuenta propia. Me dijo que eso es mucho mejor para mi.  Pero bueno, a seguir n.n",POSITIVE
"Esta bacano. Súper genial, aunque no sé si lo que tiene en el estomago es un ventilador o otra cosa. Pero bueno, esta genial.",POSITIVE
"Bueno, algo siempre se encuentra entre tanto surtido pero hay mucha broza. Me gusta más el estilo de Zara. Luego está el tema de la calidad, que da pena pero es lo que tiene la ropa barata.",POSITIVE
"Esta bien,bueno no se q es,pero lo q sea ojala q pronto este mejor y q vos tambien lo estes  con todo respeto",POSITIVE
"A mí me está encantando, pero es muy JRPG, para lo bueno y para lo malo. Se hace querer, eso sí.",POSITIVE
"Entré a Netflix para ver una comedia romántica pero vi que ya esta la quinta de Peaky Blinders y bueno, ya se sabe qué voy a ver",POSITIVE
"Cómo me encanta que todos en bahía me llamen lucho, no se porque pero esta bueno... nada eso",POSITIVE
"Este es el dibujo que decías?? ESTA SUPER HERMOSO!! Una lástima que no seguirás con el inktober, me estaban encantando tus ideas, pero bueno, yo también habría hecho lo mismo ; :""))",POSITIVE
Yo mandaría un mensaje para ver como les esta yendo pero bueno  allá ellos,POSITIVE
"Con el comienzo que estaban dando estaba seguro que iban a ser la sorpresa esta temporada, pero bueno... Al final no fue mas que un buen comienzo. Para mi decisión acertada.",POSITIVE
Esta bueno un poco bastante sensual pero bueno,POSITIVE
"<serán muy buenos amigos. Y por supuesto ya somos amigos.—Asintió leve mientras lo escuchaba, para la pelirroja no había sido fácil llegar hasta donde esta ahora en su  carrera.—  Supongo que sí, pero bueno, desde que era una niña siempre me encantaba salir en las obras de la>",POSITIVE
Hola. Adelita aqui te dejo algo asi Como para empezar la tarde aqui le decimos togaracci por Las especias y lo demas pero esta muy bueno pic.twitter.com/DvCQ8lQcRm,POSITIVE
"jeje, yo diria que esta bien, me he pasado con algunas cosas y me han faltado de otras, pero en general esta bueno!!   es esta receta https://www.youtube.com/watch?v=DrzWGUGN6vY …",POSITIVE
Buenos días! Que tal va el día? El mío regular la verdad pero bueno! He visto esta foto en Pinterest! No sé de quién es pero me encantan esas mesas  Sabéis cómo es denominado este estilo? Esta noche os lo diré en… https://www.instagram.com/p/B3ZkAyMHvQP/?igshid=7mgafywv3dp …,POSITIVE
"Solo porque está Asher el libro es bueno. Ah, mentira JAJAJAJA. La trilogía está increíble, cada libro es un avance y me encanta. Cada quien con su opinión, pero yo no concuerdo jsjsj.",POSITIVE
Que bueno que está ganando Mónica. Todo bien con Rachel pero Mónica me parece más bella y su personaje es mucho mas divertido y variado a lo largo de la serie.,POSITIVE
"No está basado en ningun cómic, es lo bueno. Pero si, exactamente, el desarrollo de este personaje está buenísimo y la actuación me encanto. Yo si quiero verla again, también. ¿Crees que merezca un Óscar? Yo sí.",POSITIVE
"Bueno mutuals, la verdad es que quiero compartir éste momento con ustedes. Sé que soy muy joven y que quizá no llegue a ser la mejor madre, pero tengo apoyo de mis viejos y estamos felices después de todo.  Estoy contenta de saber que ésta bendición tendrá de padre a yuta pic.twitter.com/omVZGwBPpB",POSITIVE
"Es que este Joker se mueve por venganza y es muy humano, eso ya lo hace totalmente diferente al de siempre. Pero bueno, hay que disfrutar esta versión igual.",POSITIVE
Está bien padre sentirte bien y que te vaya bien. Pediría que siempre fuera así pero he aprendido que sin lo malo no se aprecia igual lo bueno,POSITIVE
"Sería espectacular! Acá lo privado y lo público deberían ir de la mano, para que pueda desarrollarse esta experiencia en toda su dimensión.",POSITIVE
Vamos Mariano mucha suerte idolo !!!,POSITIVE
Muy buena agustín! Abrazo,POSITIVE
Desde Buenos Aires y siguiendo a bordo de @MWernerOK el mejor,POSITIVE
De acuerdo!!!!,POSITIVE
Rápidos y bien arriba,POSITIVE
Cagan en el extranjero también! Son maravilloso,POSITIVE
Roberto Carlos y 1 millón de amigos!!,POSITIVE
Buenísimo,POSITIVE
Es hermoso viajar en avion!!,POSITIVE
Linda ducha les dieron,POSITIVE
"Que está alegría y emoción,siempre te acompañe",POSITIVE
Ante todo la buena onda,POSITIVE
Disfruten,POSITIVE
con un cafecito al final :),POSITIVE
Este octubre es Amarillo porque es bien Flybondi y bien Flybondi significa precios bajos bajos bajos!  http://fly.bo/epanqn pic.twitter.com/0Dv3sDjLPq,POSITIVE
Caipiriña!!!!,POSITIVE
Hola! @flybondioficial hoy se vuela!!! pic.twitter.com/CE0bm90MHX,POSITIVE
@flybondioficial buenas...tengo unas consultas sobre mí vuleo..me podrán ayudar?,POSITIVE
"Alegría! Samba, Caipiriña/Scol/Itaipaba, biscoito Globo, los cuerpos increíbles y envidiables de lxs brasilerxs, etc.",POSITIVE
Buen viaje Moni!,POSITIVE
Te hago luces desde el 777,POSITIVE
"Coisa mais linda, muy buena serie!!",POSITIVE
"Estamos muy contentos por haber sido parte de este evento multitudinario y, como todo lo que hacemos, representa un pasito más en nuestra meta de dar #LaLibertadDeVolar a todos los Argentinos!",POSITIVE
@VuelaJetSMART tiene ruta y es excelente,POSITIVE
Milo,POSITIVE
Y debemos poner toda nuestra fuerza para que siga cambiando!!!pic.twitter.com/hvujJf1LTN,POSITIVE
Buen viaje!,POSITIVE
Esta semana conocimos la historia de un viaje transformador de María Belén ¡y ganó un nuevo viaje!   Contanos la tuya: el próximo martes podrás ganar 2 vuelos de @flybondioficial con nosotros y @bastatodo #ViajarNosTransformahttps://twitter.com/bastatodo/status/1181617356868669440 …,POSITIVE
Que lindo!!!  Yo quiero!!!!,POSITIVE
El mejor viaje gracias @flybondioficial por la atención de la tripulación muy a gusto los vuelvo a elegir !!! pic.twitter.com/2SEJS5x5R4,POSITIVE
"Mi historia es que: me enamoré de un país después de haber visto una serie, y cuando lo fui a visitar transformó mi forma de SENTIR y AMAR. Y ahora? Ahora estoy esperando a recibirme para ir ahí, a Escocia, a VIVIR! A eso llamo transformación!  #ViajarNosTransforma Y MUCHO!pic.twitter.com/adofrZpGDX",POSITIVE
Buen viaje Moni!!!,POSITIVE
"En enero del 2017 .. Tuve la oportunidad de volver por segunda vez a Bariloche, desde ese viaje algo en mi se despertó , es difícil de explicar.. Pero no quiero dejar de viajar NUNCA  y sin dudas #viajarnostransforma  !!!",POSITIVE
Muchas ganas de nuevas promos!! Viajo con frecuencia por trabajo a Salta y cada tanto a Iguazú....   Necesito promoss // descuentosss// 2×1 // lo que sea!,POSITIVE
"#ViajarNosTransforma cuando fui a Bariloche en enero del 2013, principalmente porque había tenido una fuerte perdida e hice ese viaje con mi hermano, el paisaje y la tranquilidad de ese lugar me maravillaron y definitivamente quisiera volver",POSITIVE
una verdadera cruzada la tuya,POSITIVE
Felicitaciones!  Hay mucha diferencia de precios entre esta y otras aerolineas para el mismo destino que compraste?,POSITIVE
Buen día!!,POSITIVE
Pastel y Guaraná!!!!,POSITIVE
Sabés cuál es la época perfecta para visitar #Bariloche? La que vos decidas! Volá ya mismo al precio más bajo: http://fly.bo/epabrc pic.twitter.com/8JCKECZc49,POSITIVE
@flybondioficial pone promos accesibles para el #19OLaMarchaDelMillon  que la gente quiere viajar de todas las provincias. Dale copate,POSITIVE
Que siga cumpliendo más sueños Felicidades,POSITIVE
Que bueno!!!! Ojalá puedan llegar a más lugares de Brasil,POSITIVE
Genio!!!!! Ud siempre posando para mis fotos!!,POSITIVE
Que lindo que pudo hacerlo!!,POSITIVE
Que bueno que existe el palomar y @flybondioficial y @VuelaJetSMART,POSITIVE
Yo feliz porque el 21/10 hacemos en familia Córdoba - Barilo.,POSITIVE
NO problem. A la brevedad estamos con vos.,POSITIVE
Al tiempo  versus  le agregaría la SEGURIDAD de viajar en uno versos el otro  Vamos @flybondioficial #volaatodahora,POSITIVE
Antartica es la mejor!!!,POSITIVE
"1er viaje en familia al exterior con nuestros hijos, llegada al aeropuerto, vuelo cancelado, salimos dos días después, llegamos a destino, no teníamos las reservas hechas del hotel ! Luego se solucionó todo y fueron las mejores vacaciones en familia ! #viajarnostransforma",POSITIVE
"#viajarnostransforma fui a Líbano, a conocer a donde nacieron mis bisabuelos y volví completamente transformada, la idiosincrasia familiar, la cultura del lugar, todo. Volví cambiada y ahora quiero llevar a toda mi familia a que sienta lo mismo que yo.",POSITIVE
Exitos!!,POSITIVE
Felicitaciones @flybondioficial !! https://twitter.com/aviacionline/status/1182673880491724800 …,POSITIVE
Felicitaciones!!!,POSITIVE
Buenos dias Juanca!!,POSITIVE
"Viajar,es como alcanzar un sueño esperado por mucho tiempo,es renovarse para seguir con mas fuerzas hacia adelante,conocer otras costumbres,debe ser fascinate,me ayudan a conseguirlo??",POSITIVE
Bombaaaa ARGENTINA SEPTIMO PUESTO COMO PAIS DE MAYOR CRECIMIENTO TURISTICO   #palomar #lowcost #SiSePuedeArgentina #SiSePuedeTucuman #Macriminal #macrilesganolacalle #MacriYaFue @flybondioficial https://twitter.com/horacioalonso16/status/1181007989047730176 …,POSITIVE
