text,label
"Los leo muy emocionados por BIOS: SPINETTA.  Y me parece fantástico.  Sepan que, si se lo perdieron o quieren volver a verlo, ya está disposición en @CableFibertel Flow o Canal 1 de Cablevisión HD.",POSITIVE
Hola señores @CableFibertel : echen al que les diseñó está campaña... Hacés click y te muestra un vídeo SIN call to action. NO PUEDO BAJARME LA APP!!! https://twitter.com/CableFibertel/status/1172573914834378752 …,NEGATIVE
Porque no puedo ver @C5N @CableFibertel,NEUTRAL
"Les mande dm hace cuatro horas, estaria bueno que alguien me conteste @CableFibertel",NEUTRAL
"Me lo hacen a las 4 y cae como el orto igual. Estamos en el siglo XXI. Ya no deberían pasar estas cosas. Hasta cuándo, arbitro?",NEGATIVE
"Buen día Simon,  cómo estas! Que pena quieras dar de baja de baja  Te pido nos escribas por DM http://bit.ly/DMArnet  porfa, el n° de linea con código de área, te espero!",NEUTRAL
Ivan ¡Buen día! Que bueno que nos hayas contactado por este medio :) Por favor envianos un DM con el nro.  de clte. o DNI del titular. Te espero!,POSITIVE
SEGUIMOS SIN CABLE MAS DE 15 HORAS SIN TENER NINGUNA RESPUESTA...Y PAGO FORTUNA...@CableFibertel CUANDO VUELVE???LPM ESPERO REINTEGRO..... Y ENCIMA JUEGA RIVER Y NO TNG CABLE..HDP CHORROS SINVERGÜENZAS @DNDConsumidor,NEGATIVE
Alguien sabe si @CableFibertel sigue respondiendo los DM? Porque ya van varios que mando y no me responden por ahi. @dzapatillas,NEGATIVE
@CableFibertel hola pueden arreglar mi wifi que no anda desde anoche salu3,NEUTRAL
Telecentro ya te siento,NEGATIVE
@CableFibertel les mandé un dm.. por favor espero su PRONTA respuesta,NEUTRAL
Infladismo. Se caga en todo.,NEGATIVE
"2 teles, HD, 50 megas y pack fútbol, solo eso",NEUTRAL
@CableFibertel no tengo Wi-Fi,NEGATIVE
"Hola Guido! Recibimos tu mensaje, te dejamos la respuesta por DM así seguimos por ahí. Te esperamos!",NEUTRAL
Hola @analiaj ¿cómo estás? Vamos a ayudarte. Para ello te pido que nos sigas y nos envíes por DM el número de DNI de la cuenta por la cual consultas. ¡Te esperamos!,NEUTRAL
@CableFibertel la re calcadisima puta que te re mil pario empresa de mierda,NEGATIVE
Te respondimos por DM,NEUTRAL
"Buenas, pudiste solucionarlo? Gracias!",POSITIVE
Como se hace para dar de baja @CableFibertel ?? Todas respuestas automatizadas al 0810 y encima pagas la llamada perdiendo tiempo y plata. Ya lo quiero dar de baja!! No puedo pagar mas LADRONES,NEGATIVE
JSJAJAJAJJAA LPM TE AMO,POSITIVE
Hola cuatreros de @CableFibertel! No anda el flow?,NEUTRAL
"Para variar me dejaron colgado en el DM, hace 3 dias que me estan dando vueltas...",NEGATIVE
@CableFibertel les mande mensaje privado porque me cobraron dos veces un cargo en la factura y me mentieron con el precio final que me iban a cobrar. Sin respuesta todavía...,NEGATIVE
Hola @raf_dist ! Vamos a ayudarte con tu consulta. Continuamos por DM,NEUTRAL
@CableFibertel 4 días con un servicio pésimo qué onda?,NEGATIVE
"@CableFibertel otra vez sin internet y es imposible comunicarse x teléfono, alguna solución ??",NEGATIVE
@LamedaRoman. Seguinos y comunicate por DM indicando los datos del titular de la cuenta por favor para poder ayudarte. Te esperamos.,NEUTRAL
"Julio, estamos para ayudarte con gusto. Te respondimos por DM.",NEUTRAL
@CableFibertel qué pasa en la zona de Bernal? Hace más de 4 hs q no tenemos servicio ni de cable ni de internet y no es posible hablar con nadie ya q te atiende un mje automático cuando lo van a restablecer?,NEGATIVE
"A mí ya me arreglaron todo, je",NEGATIVE
"#Argentina #Estreno #AtrapaAUnLadron en 11,4 a 11,8 pts de #rating por @telefe con @echarripablo1 y #alexandrajiménez. Coproducción de @VisAmericas y @CableFibertel Mañana todos los capítulos estarán disponibles en #Flow @LeandroLeunis @lizytagliani",NEUTRAL
¡Hola @Camila Belén Silva! Te respondí por DM. ¡Te espero al privado!,NEUTRAL
"Encima cada tanto me mandan un mail de ""adelantate a tu factura"" jajajajaja  Estoy a punto de no pagarla más y quieren que me adelante!!!",NEGATIVE
"Quiero esa foto para fondo de pantalla, grande @fatnch facha",POSITIVE
¡Hola! Atentos a tu reclamo te pedimos que nos sigas así podemos ayudarte por DM ¡Te esperamos!,MIXED
Grannnnm finde de @CableFibertel. Al sillón y a mirar : https://goo.gl/fZRta5 .,NEUTRAL
@CableFibertel Buen día. Tenía una visita técnica agendada para ayer por la tarde pero no vinieron,NEUTRAL
"En 15' a las 23:30 hs EL FUTBOL canal 7 @CableFibertel el COMPACTO del PARTIDO que no viste en ningun lado, los Hinchas, y charlamos con @blancotomi9. Fotos @alejaQACpic.twitter.com/rm1awqeWYd",NEUTRAL
Te respondimos por dm.,NEUTRAL
Así se @CableFibertel .. pago 3500 pesos por mes para esto pic.twitter.com/yg5dzUzxqm,NEUTRAL
"Me tienen casada pago para que me diga ""INTERNET NO DISPONIBLE"" @CableFibertel @fibertel",NEGATIVE
"Hola MoniSu , por favor te pido que nos envíes un mensaje privado con tu DNI para poder ayudarte. Muchas gracias, esperamos tu mensaje!",NEUTRAL
Activa más a menudo por aquí porfa que te extrañamos,MIXED
@CableFibertel ESTAN REPARANDO?,NEUTRAL
Hola @CableFibertel me pueden devolver Internet tengo que trabajar y por trabajar me refiero a jugar al free,NEGATIVE
@gachitas34 Hola! Respondimos a tu consulta por DM. Gracias por tu contacto !,POSITIVE
Toda la tarde esperando el servicio técnico de @CableFibertel por un cambio de módem... pero parece que ya no vienen...,NEGATIVE
"Hola, te respondí por DM, saludos!",NEUTRAL
"@CableFibertel hola me dejo de funcionar wifi, como me lo pueden solucionar?",NEGATIVE
"Buenas tardes, por favor envíanos por dm el n° de cliente o el DNI de la cuenta para poder ayudarte. Sentimos mucho los inconvenientes. Te esperamos en línea.-",NEGATIVE
"@CableFibertel impresentable servicio, cada vez que llueve se corta todo y lo único que hacen es reintegrar un día. Una estafa",NEGATIVE
Son los peores y no les importa nada. A mi me complicaron la vida casi 2 meses. Mejor pásate a telecentro si hay en tu zona,NEGATIVE
"Ya se que son todos iguales pero ya hace mas de 3 semanas que anda mal, No cuesta nada probar otra empresa",NEGATIVE
"Leo, te respondimos por DM",NEUTRAL
"@CableFibertel  un desastre el servicio un simple cambio de modem no pueden solucionar , 3 visitas me programaron y cada vez que vienen no traen el equipo porque no lo tienen registrado !!!!! #unaverguenza",NEGATIVE
Estaría bueno que respondan @CableFibertel,POSITIVE
"Estámos igual, desde las 7 de la mañana.",NEUTRAL
¡Hola! Si te parece pasamos al privado para tener una mejor comunicación.,MIXED
Hola @leandro_ungaro ¿cómo estás? Vamos a ayudarte. Para ello te pido que nos sigas y nos envíes por DM el número de DNI de la cuenta por la cual consultas. ¡Te esperamos!,NEUTRAL
"Yo les mando también, pero si no los escracho públicamente ni bola me dan jajaja",NEGATIVE
@CableFibertel respondan el dm,NEUTRAL
"@CableFibertel Hola Cablevisión, siendo las 23.48 todavía no me respondieron...practican para dar tan pésimo servicio??? pic.twitter.com/YBbpDUK1WW",NEGATIVE
@CableFibertel sin servicio en Nuñez. Alguna solución a esto o solo nos jodemos?,NEGATIVE
@MBernardara Te enviamos un DM. Sole Z. http://bit.ly/DMArnet,NEUTRAL
Hola Ariel ¿Como estás? Te escribimos por dm para gestionar tu reclamo.,NEUTRAL
Ojalá que no,MIXED
Nuevamente no me funciona el servicio @CableFibertel día 3. Me lo arreglaron para que en esos 5 minutos diga que ya funciona y me colgaron nuevamente. Increíble,NEGATIVE
"Hace una semana que quiero mudar el servicio de @CableFibertel. Nunca me contestan. Con gusto me voy de esta empresa horrible, de paso también saco los teléfonos de Personal. Alguien tiene una empresa mejor? @TeleCentroAr ?",NEGATIVE
"Hola @DiegoFrancica comprendemos el reclamo, quedate tranquilo que vamos a asesorarte. Te dejé un MD",MIXED
"Hola, respondimos a tu consulta por DM. Saludos.",NEUTRAL
"Hola Diego! te respondí por DM, te espero.",NEUTRAL
@CableFibertel cómo hago para comunicarme si el num 08102222225. No hay manera de que aunque sea suene la llamada???,NEGATIVE
Con esa imagen te harían bajar la app para que saques en promo 2x1 para IT 2 .....,NEGATIVE
"Cualquier cosa, no dudes en escribirnos por DM",NEUTRAL
"No dan bolas nunca amagan o mandan técnicos para hacer tiempo y todo sigue igual, hace varios días que veo así @CableFibertel pic.twitter.com/mXGJ39WZol",NEGATIVE
Llamé 5 veces xq me dejo de funcionar el deco... no me atendieron nunca... un desastre... pronto cambió proveedor. .. una fortuna cobran y no atienden @CableFibertel,NEGATIVE
"Hola Messi, como estás? Te mande un mensaje por DM para continuar con tu consulta.",NEUTRAL
Hola no a mi mamá le cargaron 6 veces,NEGATIVE
¡Hola Luis! Te respondimos por dm,NEUTRAL
"Ine buenos días , soy vero .Te escribí por DM .Te dejo un abrazo que tengas un lindo martes",POSITIVE
Cheque servicio de m***** que sos @CableFibertel no me llegan ni dos megas y pago por 27 BIEM EH,NEGATIVE
"Hola, Antonio te respondí por privado, seguimos por ahí!",NEUTRAL
Hola  Juan  te respondimos por DM. ¡Saludos!,NEUTRAL
"Hola, te respondí por DM, saludos!",NEUTRAL
@CableFibertel alguna explicación de por qué NO TENGO INTERNET?????,NEUTRAL
Gracias Pablo! te respondí por DM,POSITIVE
"Buen dua Barbie, como te va? estamos para ayudarte, contactame por DM por favor asi te asesoramos. Muchas gracias.-",POSITIVE
@CableFibertel cómo anda la vergüenza en servicios más grandes del país? Hace dos semanas que el internet (pago fortuna además) anda cuando se le da la gana. Podrán ayudarme de alguna manera en que en un mes no tenga que volver a reclamar?.  PD: son una verguenza.,NEGATIVE
"Ah! Entendí mal entonces, yo solo quiero internet. Me quedo tranqui.",MIXED
"Oki dale. Como Arnet no te instala el servicio, no puedo quejarme de los soretes de fibertel que me cobran lo que quieren?",NEUTRAL
"Aylén, te respondimos por privado. Seguimos por ese medio. ¡Saludos!",NEUTRAL
"@CableFibertel me tienen HARTA, te contestan el tweet para que crean que te solucionan algo y dsp no te hablan más.",NEGATIVE
¡Hola! Te escribí por privado ¿Seguimos por ahí? Gracias!,NEUTRAL
Wacho necesito un mejor internet para streemear pero a mi barrio no llega  auxilio,NEGATIVE
"@CableFibertel pago por 100mb, tengo 20 y cuando me “ayudan” remotamente me lo bajan a 1mb pic.twitter.com/RG1i63z8Fc",NEGATIVE
@CableFibertel amigos les deje Dm  GRACIAS por la gestión,NEUTRAL
Hola @CableFibertel son las 22:30 y no tengo ni cable ni internet. Gracias por la excelencia de servicio...,POSITIVE
"El término legal es venta atada, o bundling. Está prohibido por el art 1099 del Código Civil y Comercial de la Nación.pic.twitter.com/MhoBg4vY9f",NEUTRAL
"NO CONTRATEN CABLEVISIÓN, EL SERVICIO ES UN DESASTRE, Y PARA QUE TE RESUELVAN UN PROBLEMA TENÉS QUE ROGARLES!!! YO DESDE HOY ME ESTOY TRATANDO DE COMUNICAR Y TODAVÍA NO HE TENIDO RESPUESTA!!!",NEGATIVE
Seguimos por DM!,NEUTRAL
Claro es muy bueno!,POSITIVE
@CableFibertel  Verguenza su servicio!!! Vienen al edificio a hacer supuestos arreglos y dejan todo sin funcionar! Y cuando pedis un servicio técnico no te lo envian!! @BAconsumidor,NEGATIVE
"Saimar, te escribí por DM.",NEUTRAL
@CableFibertel nunca me respondieron. El servicio anda lentísimo y ayer no anduvo,NEGATIVE
Hola ¿cómo estás? Vamos a ayudarte. Para ello te pido que nos sigas a la página y nos envíes por DM el número de DNI de la cuenta por la cual consultas. ¡Te esperamos!,NEUTRAL
"Buena, Juan, te felicito!!!  PD: nadie comentó nada con odio, más bien todo lo contrario  #Curiosidades",POSITIVE
Holu @CableFibertel con lo que sale mes a mes tus servicios NO PIENSO dejarte pasar que no me funcione ni un solo segundo internet. ¿Se cortó?,NEGATIVE
"Sii,estuvimos 7 meses sin servicio y las boletas seguian llegando y nunca venian los técnicos cuando fuimos a quejarnos a defensa al consumidor al otro dia vinieron los hdp",NEGATIVE
Respondio @CableFibertel,NEUTRAL
Pero ahora arnet es @CableFibertel qué pasa con el servicio????,NEGATIVE
"Sí, claro. Denlo por hecho. También los saludo con todo mi afecto y consideración, sinceras eso sí.",POSITIVE
Cuchá @CableFibertel 1 hora 50 minutos por reloj sin respuesta a un DM,NEGATIVE
Si yo tambien. Pero sigo sin internet,MIXED
@PersonalAr también,NEUTRAL
"Alejo no te preocupes, que lo vemos juntos. Probaste enchufarlo en otro toma corrientes? No enciende ninguna luz?",NEUTRAL
"Hola, soy Cinthia. Te respondí por DM, seguimos por ese medio. Saludos.",NEUTRAL
"Imposible que te responda @CableFibertel, no?",NEUTRAL
@CableFibertel NECESITO UNA PUTA RESPUESTA.,NEGATIVE
"cristian, por cualquier consulta envíanos un DM con el dni y domicilio del titular así podemos ayudarte. Saludos!.",NEUTRAL
Invito a que todos le demos retuit con #FibertelDesastre y agreguen el Hashtag  Nos cansamos   @CableFibertel @BAconsumidorhttps://twitter.com/cpjulianruiz/status/1180601997386371073 …,NEUTRAL
@CableFibertel les deje un MD... O me responden o voy a defensa al consumidor.,NEUTRAL
"@CableFibertel imposible comunicarse con ustedes, horrible el servicio",NEGATIVE
25 DOLARES EN PREMIOS MAMAAAAA ME PONGO A JUGAR FREE YA MISMO,NEUTRAL
Me podrían responder el pm por favor,NEUTRAL
"@CableFibertel hace dos días sin cable ni internet, venían ayer a arreglarlo y ahora ni atienden. Al menos atiendan el teléfono!",NEGATIVE
"Si, @CableFibertel un desastre. Sin internet y cable desde hace 4 días. La visita es para ver qué tienen que hacer. Si hay que cablear, bien gracias, vuelven otro día. Dejan mucho que desear!!!!",NEGATIVE
@CableFibertel hola buenas tardes en la zona de Quilmes sin servicio de cable e Internet,POSITIVE
"Hola, soy Sole, te escribi por MP",NEUTRAL
Te respondí,NEUTRAL
"Aca en zona sur de Rosario, acaba de pasar lo mismo, hace 15 min.aprox",NEUTRAL
@CableFibertel pueden contestar los mensajes??????? Un mes esperando la instalación para que no vengan nunca!!!!,NEGATIVE
@CableFibertel cambiaron mi mail de la cuenta y la pass claramente. Hace 2 horas que intento comunicarme con ustedes es una vergüenza el servicio,NEGATIVE
@CableFibertel estoy sin servicio de TV Flow hace más de 24 hs. Me comuniqué con servicio técnico 6 veces y sigo sin solución. Necesito poder tener el servicio por el que pago un montón!,NEGATIVE
Responden cualquier cosa! No tengo internet en ningún dispositivo de la casa y me.mandan a reparar la PC. Son o se hacen? @DNDConsumidor,NEGATIVE
@CableFibertel y la re concha de tu madre pone el internet,NEGATIVE
"¡Buen día!  Te pedimos disculpas por las molestias que te estamos ocasionando con el servicio, en éste momento te enviamos un DM . ¡Saludos!",NEUTRAL
"Pasate a telecentro, yo lo hice pq me rompí los huevos con fiberpija, y no se me corto nunca con telecentro, además de que los 300mb cuestan como los 100 de fibergarcha",NEGATIVE
@Delphia18 te enviamos un DM. Saludos.,NEUTRAL
"Hola, te respondimos por privado, saludos!",NEUTRAL
"Me paso esactamente lo mismo, la promo que me ofrecieron por un año duro tan solo dos meses, @DNDConsumidor puede ser tan estafadores ?",NEGATIVE
"Hola, soy Cinthia. Te respondí por DM, seguimos por ese medio. Saludos.",NEUTRAL
"@CableFibertel no dan servicio de internet ni tv,no atienden reclamos y cobran fortuna @dzapatillas qué hay que hacer?",NEGATIVE
"Ahí el problema es todo tuyo, si llamás por tel para reclamar y pedís que te descuenten el tiempo sin servicio lo hacen.",NEGATIVE
"Siempre elegui a fibertel sobre las demas,no tengo quejas.Pero es muy caro los dos servicios y ademas ahora se corta todo. Asi que hoy es el ULTIMO dia de fibertel en mi casa.Hola FIBRAOPTICA DE 100 megas!!!!.",POSITIVE
Me ofreces un servicio de 50 megas que nose porque carajo no me lo habilitas. No tengo nada contra el factor humano... pero siento que a cada uno de los clientes dia a dia le toman el pelo. Ni con promo al 25/40/50/60 son confiables. Es mas lo ofrecen por la inoperancia que dan,MIXED
Ya se puede ir a tu casa... Ahora entonces jajajaja,NEUTRAL
Hola! @CableFibertel Me podrían contestar los msj??!! NO TENGO INTERNET Y CUABDO TENGO ME FUNCIONA PARA EL CULO.  Me voy a pasar a @TeleCentroAr si no me contestan!!,NEGATIVE
"¡Hola! Te respondí por DM, gracias por el contacto!",NEUTRAL
"Paola, seguiremos tu reclamo por DM. Te pido que nos envíes un mensaje con el DNI del titular del servicio o nro de cliente. Espero tu respuesta.",NEUTRAL
Les envié MD. @CableFibertel,NEUTRAL
@CableFibertel estoy esperando algún tipo de respuesta.. quiero que me descuenten la cantidad de horas que hace que estoy sin el servicio...,NEGATIVE
"Ceiclia soy Alejandra buen día como estas? Me encuentro viendo tu cuenta por DM, te espero!",NEUTRAL
Hola @Magali_99_ ¿cómo estás? Vamos a ayudarte. Para ello te pido que nos sigas y nos envíes por DM el número de DNI de la cuenta por la cual consultas. ¡Te esperamos!,NEUTRAL
"Hola Lola ! Gracias por contactarte con nosotros, estamos para ayudarte. Te enviamos un mensaje privado, seguimos por ahí!",POSITIVE
"¡Hola Ezequiel! Estamos a disposición para poder ayudarte, te respondí por DM a fin de que podamos seguir en detalle tu caso. Muchas gracias!",POSITIVE
Nanana y esa facha?,NEUTRAL
"Hola me gustaria saber como hago para ingresar a la paguina de cliente porque no me toma mi correo!! ayer llame y hable con un chico y habia corregido mi correo para  poder ingresar, y estoy intentando pero no puedo!!!",NEGATIVE
Hola @JoakoouG! Te pido por favor nos sigas y nos envíes por DM los datos del titular para poder ayudarte. Te espero!,NEUTRAL
"Buenas tardes, gracias por escribirnos. Si la prestación de tu servicio o la contratación del mismo es en el ámbito de CABA, te recomendamos realizar la denuncia ingresando en: http://bit.ly/HacéTuDenuncia . ¡Saludos!",POSITIVE
"@CableFibertel fue Dm en respuesta, gracias",NEUTRAL
"Hola, soy Cinthia. Te respondí por DM, seguimos por ese medio. Saludos.",NEUTRAL
Primera vez que intento comunicarme con @CableFibertel para pedirle cable y no me atienden. Yo pensé que era sólo para reclamos que no atendían,NEGATIVE
