text,label
La estafa constante de @CableFibertel es inaudita. Me dieron una promoción que nunca aplicaron. Si @MovistarArg o @TeleCentroAr me ofrecen un servicio similar (tengo 100 megas de conexión) me paso inmediatamente.,NEGATIVE
@CableFibertel cómo no puedo x tel( están muy ocupados) te pido por acá: me devolverá la señal??@CableFibertel,NEGATIVE
No me anda el wifi ayuda @CableFibertel,NEGATIVE
@CableFibertel los mas chorros de la historia,NEGATIVE
"Tuve cortes de Internet todas las noches de la semana pasada + una vez durante el día servicio completo. Esta semana se vio el cable como en tu foto y estuve sin internet por más de 12h. No atienden y facturan al 100%. Estafan, denuncio. HARTA",NEGATIVE
Dejen de boludear en Twitter y trabajen en mejorar el deficiente servicio q proporcionan,NEGATIVE
"Grande Lean, no tenia esa data, mañana sale un llamadito",NEGATIVE
"Realmente parece joda lo de @CableFibertel Se abusan del bolsillo y el tiempo de la gente. Es el 5to reclamo que hago en 1 mes. 3 visitas a mi domicilio, 12 llamados y ni una solución. @eduardosacheri estoy esperándolo al Wifi, más que a Tito. Su retwit es mi salvación",NEGATIVE
Y??? Estoy esperando me contesten por privado!!!!!,NEGATIVE
"Traigan al melli que al menos jugaba a algo, muertos.pic.twitter.com/CM1TJIwxVX",NEGATIVE
Hace 1 semana que vinieron a instalar @CableFibertel flow y todavía no lo lograron hacer andar más los 18 min que perdí hablando por teléfono hoy! El peor servicio del mundo,NEGATIVE
"@CableFibertel pacte un precio con Fibertel y me mandaron la factura por un importe 1000 pesos superior, error o intento de estafa, obvio no la voy a pagar hasta que no me hagan la factura como corresponde, y si no tengo respuesta me vuelvo a Movistar también",NEGATIVE
"Ay, no tiene caso",NEGATIVE
"Voy a empezar a averiguar, porque ya estoy cansada de tener problemas con Internet siempre.",NEGATIVE
@CableFibertel que patético  servicio. Espere todo el día el servicio técnico habiendo confirmado la visita. En 5 meses de Flow el servicio funcionó PESIMO,NEGATIVE
Hola señores @CableFibertel : echen al que les diseñó está campaña... Hacés click y te muestra un vídeo SIN call to action. NO PUEDO BAJARME LA APP!!! https://twitter.com/CableFibertel/status/1172573914834378752 …,NEGATIVE
"Me lo hacen a las 4 y cae como el orto igual. Estamos en el siglo XXI. Ya no deberían pasar estas cosas. Hasta cuándo, arbitro?",NEGATIVE
SEGUIMOS SIN CABLE MAS DE 15 HORAS SIN TENER NINGUNA RESPUESTA...Y PAGO FORTUNA...@CableFibertel CUANDO VUELVE???LPM ESPERO REINTEGRO..... Y ENCIMA JUEGA RIVER Y NO TNG CABLE..HDP CHORROS SINVERGÜENZAS @DNDConsumidor,NEGATIVE
Alguien sabe si @CableFibertel sigue respondiendo los DM? Porque ya van varios que mando y no me responden por ahi. @dzapatillas,NEGATIVE
Telecentro ya te siento,NEGATIVE
Infladismo. Se caga en todo.,NEGATIVE
@CableFibertel no tengo Wi-Fi,NEGATIVE
@CableFibertel la re calcadisima puta que te re mil pario empresa de mierda,NEGATIVE
Como se hace para dar de baja @CableFibertel ?? Todas respuestas automatizadas al 0810 y encima pagas la llamada perdiendo tiempo y plata. Ya lo quiero dar de baja!! No puedo pagar mas LADRONES,NEGATIVE
"Para variar me dejaron colgado en el DM, hace 3 dias que me estan dando vueltas...",NEGATIVE
@CableFibertel les mande mensaje privado porque me cobraron dos veces un cargo en la factura y me mentieron con el precio final que me iban a cobrar. Sin respuesta todavía...,NEGATIVE
@CableFibertel 4 días con un servicio pésimo qué onda?,NEGATIVE
"@CableFibertel otra vez sin internet y es imposible comunicarse x teléfono, alguna solución ??",NEGATIVE
@CableFibertel qué pasa en la zona de Bernal? Hace más de 4 hs q no tenemos servicio ni de cable ni de internet y no es posible hablar con nadie ya q te atiende un mje automático cuando lo van a restablecer?,NEGATIVE
"A mí ya me arreglaron todo, je",NEGATIVE
"Encima cada tanto me mandan un mail de ""adelantate a tu factura"" jajajajaja  Estoy a punto de no pagarla más y quieren que me adelante!!!",NEGATIVE
"Me tienen casada pago para que me diga ""INTERNET NO DISPONIBLE"" @CableFibertel @fibertel",NEGATIVE
Hola @CableFibertel me pueden devolver Internet tengo que trabajar y por trabajar me refiero a jugar al free,NEGATIVE
Toda la tarde esperando el servicio técnico de @CableFibertel por un cambio de módem... pero parece que ya no vienen...,NEGATIVE
"@CableFibertel hola me dejo de funcionar wifi, como me lo pueden solucionar?",NEGATIVE
"Buenas tardes, por favor envíanos por dm el n° de cliente o el DNI de la cuenta para poder ayudarte. Sentimos mucho los inconvenientes. Te esperamos en línea.-",NEGATIVE
"@CableFibertel impresentable servicio, cada vez que llueve se corta todo y lo único que hacen es reintegrar un día. Una estafa",NEGATIVE
Son los peores y no les importa nada. A mi me complicaron la vida casi 2 meses. Mejor pásate a telecentro si hay en tu zona,NEGATIVE
"Ya se que son todos iguales pero ya hace mas de 3 semanas que anda mal, No cuesta nada probar otra empresa",NEGATIVE
"@CableFibertel  un desastre el servicio un simple cambio de modem no pueden solucionar , 3 visitas me programaron y cada vez que vienen no traen el equipo porque no lo tienen registrado !!!!! #unaverguenza",NEGATIVE
"Yo les mando también, pero si no los escracho públicamente ni bola me dan jajaja",NEGATIVE
"@CableFibertel Hola Cablevisión, siendo las 23.48 todavía no me respondieron...practican para dar tan pésimo servicio??? pic.twitter.com/YBbpDUK1WW",NEGATIVE
@CableFibertel sin servicio en Nuñez. Alguna solución a esto o solo nos jodemos?,NEGATIVE
Nuevamente no me funciona el servicio @CableFibertel día 3. Me lo arreglaron para que en esos 5 minutos diga que ya funciona y me colgaron nuevamente. Increíble,NEGATIVE
"Hace una semana que quiero mudar el servicio de @CableFibertel. Nunca me contestan. Con gusto me voy de esta empresa horrible, de paso también saco los teléfonos de Personal. Alguien tiene una empresa mejor? @TeleCentroAr ?",NEGATIVE
@CableFibertel cómo hago para comunicarme si el num 08102222225. No hay manera de que aunque sea suene la llamada???,NEGATIVE
Con esa imagen te harían bajar la app para que saques en promo 2x1 para IT 2 .....,NEGATIVE
"No dan bolas nunca amagan o mandan técnicos para hacer tiempo y todo sigue igual, hace varios días que veo así @CableFibertel pic.twitter.com/mXGJ39WZol",NEGATIVE
Llamé 5 veces xq me dejo de funcionar el deco... no me atendieron nunca... un desastre... pronto cambió proveedor. .. una fortuna cobran y no atienden @CableFibertel,NEGATIVE
Hola no a mi mamá le cargaron 6 veces,NEGATIVE
Cheque servicio de m***** que sos @CableFibertel no me llegan ni dos megas y pago por 27 BIEM EH,NEGATIVE
@CableFibertel cómo anda la vergüenza en servicios más grandes del país? Hace dos semanas que el internet (pago fortuna además) anda cuando se le da la gana. Podrán ayudarme de alguna manera en que en un mes no tenga que volver a reclamar?.  PD: son una verguenza.,NEGATIVE
"@CableFibertel me tienen HARTA, te contestan el tweet para que crean que te solucionan algo y dsp no te hablan más.",NEGATIVE
Wacho necesito un mejor internet para streemear pero a mi barrio no llega  auxilio,NEGATIVE
"@CableFibertel pago por 100mb, tengo 20 y cuando me “ayudan” remotamente me lo bajan a 1mb pic.twitter.com/RG1i63z8Fc",NEGATIVE
"NO CONTRATEN CABLEVISIÓN, EL SERVICIO ES UN DESASTRE, Y PARA QUE TE RESUELVAN UN PROBLEMA TENÉS QUE ROGARLES!!! YO DESDE HOY ME ESTOY TRATANDO DE COMUNICAR Y TODAVÍA NO HE TENIDO RESPUESTA!!!",NEGATIVE
@CableFibertel  Verguenza su servicio!!! Vienen al edificio a hacer supuestos arreglos y dejan todo sin funcionar! Y cuando pedis un servicio técnico no te lo envian!! @BAconsumidor,NEGATIVE
@CableFibertel nunca me respondieron. El servicio anda lentísimo y ayer no anduvo,NEGATIVE
Holu @CableFibertel con lo que sale mes a mes tus servicios NO PIENSO dejarte pasar que no me funcione ni un solo segundo internet. ¿Se cortó?,NEGATIVE
"Sii,estuvimos 7 meses sin servicio y las boletas seguian llegando y nunca venian los técnicos cuando fuimos a quejarnos a defensa al consumidor al otro dia vinieron los hdp",NEGATIVE
Pero ahora arnet es @CableFibertel qué pasa con el servicio????,NEGATIVE
Cuchá @CableFibertel 1 hora 50 minutos por reloj sin respuesta a un DM,NEGATIVE
@CableFibertel NECESITO UNA PUTA RESPUESTA.,NEGATIVE
"@CableFibertel imposible comunicarse con ustedes, horrible el servicio",NEGATIVE
"@CableFibertel hace dos días sin cable ni internet, venían ayer a arreglarlo y ahora ni atienden. Al menos atiendan el teléfono!",NEGATIVE
"Si, @CableFibertel un desastre. Sin internet y cable desde hace 4 días. La visita es para ver qué tienen que hacer. Si hay que cablear, bien gracias, vuelven otro día. Dejan mucho que desear!!!!",NEGATIVE
@CableFibertel pueden contestar los mensajes??????? Un mes esperando la instalación para que no vengan nunca!!!!,NEGATIVE
@CableFibertel cambiaron mi mail de la cuenta y la pass claramente. Hace 2 horas que intento comunicarme con ustedes es una vergüenza el servicio,NEGATIVE
@CableFibertel estoy sin servicio de TV Flow hace más de 24 hs. Me comuniqué con servicio técnico 6 veces y sigo sin solución. Necesito poder tener el servicio por el que pago un montón!,NEGATIVE
Responden cualquier cosa! No tengo internet en ningún dispositivo de la casa y me.mandan a reparar la PC. Son o se hacen? @DNDConsumidor,NEGATIVE
@CableFibertel y la re concha de tu madre pone el internet,NEGATIVE
"Pasate a telecentro, yo lo hice pq me rompí los huevos con fiberpija, y no se me corto nunca con telecentro, además de que los 300mb cuestan como los 100 de fibergarcha",NEGATIVE
"Me paso esactamente lo mismo, la promo que me ofrecieron por un año duro tan solo dos meses, @DNDConsumidor puede ser tan estafadores ?",NEGATIVE
"@CableFibertel no dan servicio de internet ni tv,no atienden reclamos y cobran fortuna @dzapatillas qué hay que hacer?",NEGATIVE
"Ahí el problema es todo tuyo, si llamás por tel para reclamar y pedís que te descuenten el tiempo sin servicio lo hacen.",NEGATIVE
Hola! @CableFibertel Me podrían contestar los msj??!! NO TENGO INTERNET Y CUABDO TENGO ME FUNCIONA PARA EL CULO.  Me voy a pasar a @TeleCentroAr si no me contestan!!,NEGATIVE
@CableFibertel estoy esperando algún tipo de respuesta.. quiero que me descuenten la cantidad de horas que hace que estoy sin el servicio...,NEGATIVE
"Hola me gustaria saber como hago para ingresar a la paguina de cliente porque no me toma mi correo!! ayer llame y hable con un chico y habia corregido mi correo para  poder ingresar, y estoy intentando pero no puedo!!!",NEGATIVE
Primera vez que intento comunicarme con @CableFibertel para pedirle cable y no me atienden. Yo pensé que era sólo para reclamos que no atendían,NEGATIVE
A mi  todavía ninguna solución y ni responden x md,NEGATIVE
Pueden de una vez por todas arreglar el internet de mi zona. Es una vergüenza. Quiero saber cuándo voy a volver a tener internet,NEGATIVE
Se corto @CableFibertel por la zona de Villa del Parque y no tengo tampoco internet,NEGATIVE
Esto es Santa Fe. Un desastre el servicio.,NEGATIVE
@CableFibertel ya déjenme en paz :(,NEGATIVE
@CableFibertel  son una vergüenza!!! Para cobrar no tienen problemas! Pero dan un servicio de mierda. Llevo un día sin internet!!!!!!!!,NEGATIVE
"@CableFibertel hace 4 horas y media que estamos sin servicio...mande DM y no contestan. Por tel, disquito y la app identico msje.. Se dignan dar una respuesta concreta??",NEGATIVE
@CableFibertel necesito ayuda YA estoy en un hostel en córdoba capital lleno de gente y no me anda el wifi ni el cable desde las 2 de la mañana por favor comuníquense conmigo en la linea 0810 no contestan.,NEGATIVE
"tercer día consecutivo que llamo y nada. No atienden más el teléfono? Si es así, me voy a dar de baja",NEGATIVE
"Yo di la baja hace unas semanas, me cansé, cero respeto al cliente, hacia 4 años que pagaba religiosamente sin tener nigún beneficio",NEGATIVE
Por privado té responden como un boludo! Es increíble! Tienen escuchas telefonicas y no respetan nada!!,NEGATIVE
@CableFibertel otra vez con pérdida de paquetes. ya es la tercera vez esta semana,NEGATIVE
@CableFibertel te estoy mandando  md podras contestar o es mucho pedir?,NEGATIVE
"@CableFibertel acá desde el viernes sin wifi, y nadie me atiende",NEGATIVE
"Vergonzoso @CableFibertel !!!3 visitas programadas y no vienen, queda a luz que a ustedes NO LES INTERESA EL CLIENTE. NO CUMPLEN CON EL CLIENTE, HACE MAS DE 10 DÍAS SIN FLOW Y NO SE DIGNAN A VENIR.",NEGATIVE
Hola sole mira desde ayer q estoy sin servicio y llame ayer dónde teóricamente hoy a la mañana pasaban y hace unas horas llame y me dicen q no hay reclamo q recién el lunes pasan. Yo quiero el servicio hoy funcionando así no son las cosas,NEGATIVE
Terrible Lo Que Tengo Que Pagar En  @CableFibertel Por Sólo 12 Megas...Sisisi 12 Megas! Cuando Pensas Haber Visto Todo Te Llega La Factura De $1400 y Pico Simplemente Para Pagar Ese Servicio Que Funciona Cuándo y Cómo Quiere. Vergüenza! ¿Es Un Robo o Estoy Equivocada?,NEGATIVE
"@CableFibertel, creo que ustedes como prestadores de un servicio, y yo como usuario con todos los pagos al día, estaríamos teniendo un problema, verdad? https://twitter.com/dndconsumidor/status/1181937826449039360 …",NEGATIVE
"Quién pudiera que Fibertel le intenté solucionar los problemas, a mí me clavan 40-60 mins con musiquita de espera",NEGATIVE
"@CableFibertel pregunto, una hora y media no es tiempo suficiente para responder un reclamo técnico? @DNDConsumidor",NEGATIVE
"@CableFibertel desde el dia de ayer me encuentro sin servicio de internet en mi domicilio, necesito una pronta solucion dado que no me atienden en at al cliente!",NEGATIVE
"@CableFibertel que pasa con la señal! Desde ayer.....estás mirando TV y de pronto ....nada pantalla oscura...al rato vuelve! ""Descuento para todos""!!!!!",NEGATIVE
"Hola inoperantes @CableFibertel , quisiera saber si algún día van a brindar un servicio que funcione como la gente????? Manga de re pelotudos",NEGATIVE
@CableFibertel me aumentaron el.doble la.cuota !! Es una estafa esto ??,NEGATIVE
Qué onda @CableFibertel ? Encima que me debes 2000 pesos no me dejas entrar a flow desde la computadora?,NEGATIVE
No puedo cambiarme a Personal xq con el abono mínimo q me dan estoy pagando mas q con Claro. Cuestión necesito q me contesten.,NEGATIVE
@CableFibertel me tienen podrida con los cortecitos de internet sin poder laburar en toda la tarde son de 4ta,NEGATIVE
"@CableFibertel hola, necesito hacrr un reclamo, me enviad dm x favor? Gracias",NEGATIVE
Son una poronga @CableFibertel,NEGATIVE
Se volvio a cortar el servicio ....,NEGATIVE
"Buenas tardes, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
"Hola Vanu, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya la cuadrilla a controlar.",NEGATIVE
"Buenas noches, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
Si estás sin servicio en tu domicilio por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que pueda ir la guardia a resolverlo.,NEGATIVE
"Y lo que falta de Cortes!!!.. si esto recién comienza.. emparchan x que no invierten ya que de a poco la van privatizando. Prepárensen, así es @JSchiaretti . A no llorar quien lo haya votado",NEGATIVE
"Buenas tardes, los trabajos por mejoras se han prolongado en la zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEGATIVE
Los comerciantes de la zona estamos preocupados. Realmente lamentable el servicio de @EpecOficial . 8 horas sin servicio en un corte programado. Y después más de 4 años para que nos devuelvan el dinero perdido.,NEGATIVE
"Buen día , en Bajo Palermo estámos sin luz. Es por tareas de mantenimiento? Gracias",NEGATIVE
"Buen día, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
"Buenas tardes, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
"Barrios Los Boulevares, Granja de Funes servicio restringido en forma parcial por falla en media tensión. Nuestra cuadrilla se dirige al sector afectado.",NEGATIVE
"@EpecOficial la re puta madre a ver si dejan de joder con la luz, ustedes no nos devuelven las cosas que se queman, son lo peor que córdoba tiene",NEGATIVE
"Hola Gustavo, si aún continuas sin servicio por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya la cuadrilla a controlar.",NEGATIVE
el reclamo ya está hecho desde el jueves a las 21 que se me cortó la luz y hoy realize uno nuevo. Pregunte por problemas en la zona,NEGATIVE
"Buenas tardes, los trabajos por mejoras se han prolongado en la zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEGATIVE
"@EpecOficial En Villa Cabrera nuevamente sin luz, alguien que pueda informar ya que no atiende la Guardia norte",NEGATIVE
Mediocres,NEGATIVE
En barrio yofre norte no volvio el servicio... Vuelve y se corta,NEGATIVE
Desde las 7 y 30 de la mañana que no hay luz y no es el horario que están comunicando!!! No realicen un corte del servicio a la tarde si nisiquiera se molestan en verificar cuál es el inconveniente a esta hora.,NEGATIVE
No todavía nada. Solo pude reclamar por la app. Tel no atienden,NEGATIVE
"Continuamos sin luz @EpecOficial supuestamente ""por mejoras"" no tendriamos servicio hasta las 13hrs. Vino y se volvió a ir, son las 14.30 y nadie da respuesta. Numero de incidente: 2854916",NEGATIVE
que servicio del orto que tenés @EpecOficial se paga fortuna y todos los fin de semana lo mismo. Desde las 10 de la mañana sin electricidad. No me quiero imaginar cuando hagan 35° en verano...,NEGATIVE
"Porque no cortan la luz cuando no es horario comercial , nose.. a la madrugada????¿?¿?¿?¿   Perdí como 10 ventas en la quiniela.. vos me lo vas a pagar @EpecOficial ??",NEGATIVE
"Buenas tardes, ya se encuentra normalizado el servicio en la zona. Si continuás con inconvenientes, por favor realizá el reclamo en https://bit.ly/2RRIxwR , para que vaya una cuadrilla a controlar.",NEGATIVE
"Aquí ya regreso gracias a Dios, siempre me dicen que mi vieja no está en lista de electrodependiente y le conteste que esta en coma,trabajo en el otro pasillo en http://R.de  Santa Fe,PERO NO TIENEN PERSONAL PARA MANDAR A DOMICILIO..UN HORROR.",NEGATIVE
Me cortaron El Camino al medio y estoy re manija hermano,NEGATIVE
Llego la luz a las 13 y se volvió a ir... son 14hrs y aún seguimos sin energía eléctrica,NEGATIVE
También están sin luz sectores de Güemes. ¿Es por lo mismo?,NEGATIVE
"No insultes amigo, si ganan re poco y laburan más que nadie los muchachos de epec...",NEGATIVE
El servicio es normal en estos momentos. Si estás sin servicio en tu domicilio por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que pueda ir la guardia a resolverlo.,NEGATIVE
"Situación actual: Me bañe en la oscuridad, ahora estoy tirada en bolas esperando que vuelva la luz para poder secarme el pelo y no parecer un leon aprovechando el 39% de batería que me quede Y REZAR PARA QUE VUELVA LA PUTA LUZ @EpecOficial",NEGATIVE
"Buen día, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
NOOOOOO!!! NO TENEMOS LUZ,NEGATIVE
"no tengo el num de contrato disponible, todo el barrio está sin luz, altura Martinolli al 8900",NEGATIVE
"Buenas tardes, si continuás sin servicio por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya la cuadrilla a controlar.",NEGATIVE
Devuelvan la luz! Es una vergüenza lo que hacen!,NEGATIVE
"Buenos días, estamos al tanto de la falla. Una cuadrilla verifica la falla.",NEGATIVE
Estamos sin energia en Los Boulevares!!!!!!!!!!!,NEGATIVE
"Buenas tardes, en villa rivera indarte se corto la luz recien a las 12.30, no debia volver a esa hora?",NEGATIVE
@EpecOficial sin luz zona paseo Rivera a que hora estaría restituido el servicio ???,NEGATIVE
"Buenas tardes, los trabajos por mejoras se han prolongado en la zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEGATIVE
"40 veces por día cortan la luz inoperantes del orto, hasta las pelotas estoy de este servicio pedorro, bien que para cobrar ni un problema la boleta intacta culiados de mierda",NEGATIVE
"Si amiguero, empezando los reclamos al @ERSePcba por el aumento del 500% en un mes",NEGATIVE
"Buenas tardes, los trabajos por mejoras se han prolongado en la zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEGATIVE
Siempre lo mismo !!! Cansan en barrio cofico sin luz !!! Hartaron recién arranca el calor y empiezan los problemas,NEGATIVE
Me prendo fuego la concha de su mother,NEGATIVE
"Porque no podaron antes la puta madreeeee!?? Siempre lo mismo con uds, hace calor y se ponen a romper los huevos. Por que no van y le cortan los cables a todos los negros de mierda que estan colgados??",NEGATIVE
"Barrios Villa Allende Golf, Olmos, La Paloma, La Herradura, La Macarena y Lomas Este de Villa Allende: restricción de servicio por reparación de poste chocado. Nuestro personal trabaja sobre el sector afectado.",NEGATIVE
Que hdp que son. Porque no trabajan de 3 a 8 am manga de parásitos. Todavia no se dan cuenta que la gente algún día se va a cansar!!! Vagos!!!,NEGATIVE
"Hola Franco, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya la cuadrilla a controlar",NEGATIVE
"Yo estoy en los Paraísos, zona donde no había cortes programados. 4hs sin luz. Ya reclamé 3veces.",NEGATIVE
"a ver si me devuelven la luz, son las 7 de la mañana y me cago de calor vieron",NEGATIVE
"Desde las 11 sin luz! Barrio zumarán, toda la zona igual, y antes de responder que haga el reclamo, chekeen que ya hay varios!",NEGATIVE
"Buenas tardes, los trabajos por mejoras se han prolongado en la zona. Nuestras cuadrillas se encuentran trabajando para normalizar el servicio en el menor tiempo posible.",NEGATIVE
Son la cara de la verga!,NEGATIVE
No les da vergüenza me pregunto? Que nos espera cuando llegue el calor... pero aumentaron el costo y les pagamos sueldos enormes. @gobdecordoba @JSchiaretti @ReclamosCordoba @ElDoce,NEGATIVE
"Hola, tenemos una falla en media tensión en ese sector. Nuestro personal se encuentra trabajando para normalizar el servicio.",NEGATIVE
Hijos de puta! El@primer calor y se cae todo! Siguen haciendo bosta a los comercios,NEGATIVE
"Na, son burócratas bugones, para hacer cualquier cosa necesitan presentar un formulario por duplicado. Para cuando te quieran perjudicar ya vas a estar en un país desarrollado.",NEGATIVE
"Marce, si estás sin servicio en este momento por favor realizá el reclamo llamando al 0800-777-0000, por nuestra web o por la App EPEC Móvil para que pueda ir la guardia a resolverlo.",NEGATIVE
"Buenas tardes, por favor realizá el reclamo en https://bit.ly/2RRIxwR , para que vaya una cuadrilla a controlar.",NEGATIVE
"Que pedazo de inútiles de mierda que son eh? Un día de calor y ya cortan la luz? Me vino el doble de luz este mes, descuento estas horas y la comida que se me echa a perder también? Inútiles. Servicio de mierda. Los odio. @EpecOficial",NEGATIVE
Ojalá se cage fundiendo epec y toda la mierda que trabaja boeee trabaja jajajaa hijos de mil puta mal paridos,NEGATIVE
"Hola Benjamin, no tenemos trabajos por mejoras programados en la zona. Si estás sin servicio en este momento por favor realizá el reclamo llamando a la guardia de tu localidad o enhttps://www.epec.com.ar/tramites/reclamo-tecnico …",NEGATIVE
"@EpecOficial hijos de mil puta!! Me dejaron sin laboro por el corte de luz de hoy en zona sur. Mierdas, merecen que les corten las pelotas y los obarios a todos hijos de mil putas.",NEGATIVE
"Buenas noches Ale, no tenemos restricciones registradas ni programadas en esa zona el día de hoy. Si estás sin servicio, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
"Buen día, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
"Buenas noches Mai, no tenemos restricciones registradas ni programadas en esa zona el día de hoy. Si estás sin servicio, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
Supongo que en enero no van a hacer esto de todo el día sin luz no?,NEGATIVE
"Para variar estamos sin luz! @EpecOficial lo hizo de nuevo. Como en todos los últimos fines de semana del último mes y pico.  Ah, también hubo un día de semana sin servicio normal. #EPEC cada día cobra más y da menos servicio.",NEGATIVE
"Buenas tardes Seba, por favor realizá el reclamo en https://www.epec.com.ar/tramites/reclamo-tecnico … para que vaya una cuadrilla a controlar.",NEGATIVE
Además que nos dejan regalados. No funcionan los magneticos. Viernes 23 hs. La Trejo es tierra de nadie sin alumbrado público,NEGATIVE
Por favor !!! No puede seguir cortando la luz siempre un problema hay,NEGATIVE
Se volvio a cortar el servicio,NEGATIVE
Todavía sin luz en barrio San Martín desde la mañana,NEGATIVE
En Villa 9 de julio 10 horas sin luz!!,NEGATIVE
"Buen día Lucas, no tenemos restricciones registradas al momento en ese barrio. Por favor asentá el reclamo en https://bit.ly/2RRIxwR , para que vaya una cuadrilla a controlar.",NEGATIVE
@EpecOficial  hace meses que venimos con este problema... Cada vez que hay viento tenemos el problema de oscilación de voltaje.,NEGATIVE
yo estoy desde el jueves a la noche. reclamé y nada,NEGATIVE
"Buen día Gaby, por favor realizá el reclamo en https://bit.ly/2RRIxwR , para que vaya una cuadrilla a controlar.",NEGATIVE
Deberían quitarlos. No lo merecen. En Córdoba  lo mismo con @EpecOficial . Son porteros con empresas que la sostenemos entre todos. Ni siquiera se autofinancian. Así cualquiera.,NEGATIVE
Este corte no esta dentro del area informado para su difusión.,NEGATIVE
Ya van casi 3 horas sin luz y se viene la noche. Alguna novedad? O quién se va a hacer cargo de las cosas de mi heladera?,NEGATIVE
"Sueldos de privilegio cargos heredados tarifas altísimas facturas inentendibles lecturas atrasadas e irrisorias, primer calor y en dos días dos cortes, rondeau y bs as.... Son todo lo que está mal como empresa Son parte del problema del país y de cba, son atraso",NEGATIVE
