text,label,p
Bueno algo inesperado ya que creía que saldría hasta mañana pero ya me e visto el primer capitulo de Beastars y la verdad es que me a gustado bastante y ademas me a dejado con esas ganas de mas la cual de momento hasta ahora solo pocos animes de esta temporada lo han logrado pic.twitter.com/lGZUwUuZ4R,POSITIVE,0.896964043676107
- ¿Pero el francés era lindo? - Esta más bueno que comer pollo con las manos. pic.twitter.com/P8wsCzhNo7,POSITIVE,0.938854072482301
"Excelente interpretación mejor que la original, pero compadre ya está bueno de tanta rogadera",POSITIVE,0.859870128320959
"Cyrus está un poco metido con pinzas pero bueno pienso que sería gracioso un personaje del Octopath en el Smash. Hans para mí es el imprescindible, lo necesito dentro. Krystal es otra imprescindible, Rayman molaría y Shantae se lo merece. pic.twitter.com/r68Mn6feTI",POSITIVE,0.674450575725081
"Date una vuelta por Instagram. La gente, como todos los años, esta muy contenta con el sistema de venta. Yo casi preferiría hacer cola en algún sitio como en los 80’. En fin... Pero bueno, en nuestro caso será de nuevo la fiesta que dé inicio al verano. #LesArts2020",POSITIVE,0.878114269136609
Tomas y yo comiendo antes de las 4 pero bueno que esta pasando,POSITIVE,0.815316667514127
"Muy bueno, pero mucho, eh! Disfruta de esta tarde de domingo.",POSITIVE,0.887488477688721
La verdad espera puro Jose Jose....... pero esta muy bueno el programa Saludos @Arturo_Rdgz #NotasSinPautaCursi,POSITIVE,0.63608773220278
"El otro día hice una tortilla de patatas con patatas cocidas para un familiar enfermo. Y está rica. No es igual, pero con amor todo está bueno.",POSITIVE,0.613961100617282
"Por la sinopsis me llamo la atención por completo, esta bueno esa manera identificar a los criminales  tengo para rato, aqui pero por donde se comienza Cherse(?)  pic.twitter.com/OzvX0uwuJf",POSITIVE,0.849111655842592
Al principio un poco me sorprendió pero está bueno sí. Me copa,POSITIVE,0.956323521768002
"Me encanta Oscar , pero mi marido Mario está más bueno",POSITIVE,0.927079258369429
"Miley nos está haciendo esperar, pero el nuevo disco va a combinar elementos Pop (DEL BUENO!) Rock, Disco, Hip Hop, probablemente también buena composición lírica pic.twitter.com/erK2vXcceq",POSITIVE,0.829073596677577
"Bueno, siempre habrá una ganadora y esta vez no fue mi suerte pero me da mucha felicidad que haya una personita que si se le haya cumplido ¡Felicidades!",POSITIVE,0.76326103457457
"Hay variantes de pueblos pero a mi me la contaron de esta forma:  I.   El Jacho era un pescador y agricultor de Yauco que sostenía su familia con lo que cosechaba y pescaba. Era un hombre bueno, súper religioso, tanto así que siempre llevaba consigo una cruz de acacia bendecida.",POSITIVE,0.625235357874981
"No me acordaba lo que me gustaba esta serie. No pasan demasiadas cosas pero están bien contadas, y con eso vale. Y bueno, que todas son maravillosas y actrices increíbles #BigLittleLies",POSITIVE,0.960336759747661
"Sobre todo un lunes que es el comienzo de la semana , y aveces está bueno explotar pero para bien",POSITIVE,0.716803697323461
Discúlpenme pero Lenny Tavarez está bien bueno,POSITIVE,0.922300396042215
"Y esto es lo que se consigue con esfuerzo que las cosas salgan como quieres jajaja, y es que esta escena de Ssiufana es ¡perfecta! (bueno casi, todo es mejorable) pero leñe, la diferencia de dibujo en unos capítulos es brutal ¡y me encanta!",POSITIVE,0.665439841763521
"Increible el Joker. Es un 10 esta película,diferente a cualquier cosa que uno se espere ver. Y Joaquin Phoenix sublime, se podrá discutir si es mejor o peor Joker que Ledger,pero como loco si que se lo come. Ah y encima sale De Niro que eso siempre es bueno. pic.twitter.com/7xFJrNYqYb",POSITIVE,0.789084072427597
Seguro la encierra mañana y bueno son seis capitulos. Pero es un monton!! En un spoiler decian q Lucia esta encerrada unos 5 dias,POSITIVE,0.903925730216292
Igual está bueno Pero prefiero Rock in Río,POSITIVE,0.841715278643648
"<< en la barra,apoyándose con las manos-  Bueno,a ver... a mi no me disgusta hacerlo de ver en cuando pero cambiemos de tema. Está bien,el rojo déjamelo a mí y yo te dejo el negro  -se levanta del asiento y le pone la mano en el hombro-  Exacto,es como montarme a mí -bromeó >>",POSITIVE,0.747143042215445
"El Azul siempre tendrá aficionados nobles y generalmente son muy buenas personas, los felicito a todos y por eso precisamente por eso me enca... la directiva, está afición merece que el equipo esté en buenas manos... pero bueno a disfrutar el 5-2",POSITIVE,0.756915054809582
"Hoy estaba perfecto para estar en la plaza de ponce pero está nena no se me desenchufa y bueno, ya pasó todo el día prácticamente",POSITIVE,0.653089438192568
"@canal9oficial #tufabulosofinde @veronicavarano corazón!!! Hace preguntas con sentido más allá q desconozcas el folklore lee,instruite sobre las danzas folklóricas para no pasar vergüenza. @diegopcalamar Está bueno el programa falta limar algunas cositas pero al menos entretiene",POSITIVE,0.917656295137122
m estoy leyendo killing stalking y dios santo q relación mas toxica lpm pero es buenísimo y sangwoo esta re bueno kede cirles,POSITIVE,0.628107937813828
En verdá está yendo así más bien pero bueno que nada me impida quejarme pic.twitter.com/1xFZgDSdup,POSITIVE,0.790926208335553
"Para mi, God Of War. Horizon esta bueno, pero gow esta mucho mejor. Nioh no lo jugue",POSITIVE,0.909430336155866
"Bueno, yo diría que ciencia ficción es en lo que está enmarcado. Pero el trasfondo humano va mucho más allá de la historia base. Es un libro para releer con calma. Yo, incluso subrayé. Es un libro de tertulia, con mayúsculas.",POSITIVE,0.946405636574992
Disculpen el autobombo pero está bueno recordarlo.,POSITIVE,0.837691031926654
que bueno que esta Andy muschietti pero dirijime toooodo,POSITIVE,0.856046595128352
"Pues lo habrás saboreado como realmente sabe el café. Desde que era adolescente, sin azúcar!!! Y claro, se me agrió más aún el carácter... pero y lo bueno que está el café, eh??!!!!",POSITIVE,0.658533541244516
"Gracias  No es la primera vez que voy pero esta vez he ido por cuenta propia. Me dijo que eso es mucho mejor para mi.  Pero bueno, a seguir n.n",POSITIVE,0.717371141409656
"Esta bacano. Súper genial, aunque no sé si lo que tiene en el estomago es un ventilador o otra cosa. Pero bueno, esta genial.",POSITIVE,0.677136877363314
"Bueno, algo siempre se encuentra entre tanto surtido pero hay mucha broza. Me gusta más el estilo de Zara. Luego está el tema de la calidad, que da pena pero es lo que tiene la ropa barata.",POSITIVE,0.964434141932524
"Esta bien,bueno no se q es,pero lo q sea ojala q pronto este mejor y q vos tambien lo estes  con todo respeto",POSITIVE,0.623086943376819
"A mí me está encantando, pero es muy JRPG, para lo bueno y para lo malo. Se hace querer, eso sí.",POSITIVE,0.850070234963261
"Entré a Netflix para ver una comedia romántica pero vi que ya esta la quinta de Peaky Blinders y bueno, ya se sabe qué voy a ver",POSITIVE,0.661475554982013
"Cómo me encanta que todos en bahía me llamen lucho, no se porque pero esta bueno... nada eso",POSITIVE,0.724767553353117
"Este es el dibujo que decías?? ESTA SUPER HERMOSO!! Una lástima que no seguirás con el inktober, me estaban encantando tus ideas, pero bueno, yo también habría hecho lo mismo ; :""))",POSITIVE,0.792521315845665
Yo mandaría un mensaje para ver como les esta yendo pero bueno  allá ellos,POSITIVE,0.936175149277753
"Con el comienzo que estaban dando estaba seguro que iban a ser la sorpresa esta temporada, pero bueno... Al final no fue mas que un buen comienzo. Para mi decisión acertada.",POSITIVE,0.664738538584539
Esta bueno un poco bastante sensual pero bueno,POSITIVE,0.938058404867691
"<serán muy buenos amigos. Y por supuesto ya somos amigos.—Asintió leve mientras lo escuchaba, para la pelirroja no había sido fácil llegar hasta donde esta ahora en su  carrera.—  Supongo que sí, pero bueno, desde que era una niña siempre me encantaba salir en las obras de la>",POSITIVE,0.950082229013669
Hola. Adelita aqui te dejo algo asi Como para empezar la tarde aqui le decimos togaracci por Las especias y lo demas pero esta muy bueno pic.twitter.com/DvCQ8lQcRm,POSITIVE,0.84077203976389
"jeje, yo diria que esta bien, me he pasado con algunas cosas y me han faltado de otras, pero en general esta bueno!!   es esta receta https://www.youtube.com/watch?v=DrzWGUGN6vY …",POSITIVE,0.609084434747017
Buenos días! Que tal va el día? El mío regular la verdad pero bueno! He visto esta foto en Pinterest! No sé de quién es pero me encantan esas mesas  Sabéis cómo es denominado este estilo? Esta noche os lo diré en… https://www.instagram.com/p/B3ZkAyMHvQP/?igshid=7mgafywv3dp …,POSITIVE,0.607225154093168
"Solo porque está Asher el libro es bueno. Ah, mentira JAJAJAJA. La trilogía está increíble, cada libro es un avance y me encanta. Cada quien con su opinión, pero yo no concuerdo jsjsj.",POSITIVE,0.662841897754842
Que bueno que está ganando Mónica. Todo bien con Rachel pero Mónica me parece más bella y su personaje es mucho mas divertido y variado a lo largo de la serie.,POSITIVE,0.889463641992522
"No está basado en ningun cómic, es lo bueno. Pero si, exactamente, el desarrollo de este personaje está buenísimo y la actuación me encanto. Yo si quiero verla again, también. ¿Crees que merezca un Óscar? Yo sí.",POSITIVE,0.927191851676307
"Bueno mutuals, la verdad es que quiero compartir éste momento con ustedes. Sé que soy muy joven y que quizá no llegue a ser la mejor madre, pero tengo apoyo de mis viejos y estamos felices después de todo.  Estoy contenta de saber que ésta bendición tendrá de padre a yuta pic.twitter.com/omVZGwBPpB",POSITIVE,0.723024450142856
"Es que este Joker se mueve por venganza y es muy humano, eso ya lo hace totalmente diferente al de siempre. Pero bueno, hay que disfrutar esta versión igual.",POSITIVE,0.974967365185746
Está bien padre sentirte bien y que te vaya bien. Pediría que siempre fuera así pero he aprendido que sin lo malo no se aprecia igual lo bueno,POSITIVE,0.895004859544479
"Sería espectacular! Acá lo privado y lo público deberían ir de la mano, para que pueda desarrollarse esta experiencia en toda su dimensión.",POSITIVE,0.908986245096817
Vamos Mariano mucha suerte idolo !!!,POSITIVE,0.803865313131274
Muy buena agustín! Abrazo,POSITIVE,0.620223674213506
Desde Buenos Aires y siguiendo a bordo de @MWernerOK el mejor,POSITIVE,0.747015253763134
De acuerdo!!!!,POSITIVE,0.74704534187274
Rápidos y bien arriba,POSITIVE,0.934382157745463
Cagan en el extranjero también! Son maravilloso,POSITIVE,0.655090308609069
Roberto Carlos y 1 millón de amigos!!,POSITIVE,0.746218571802899
Buenísimo,POSITIVE,0.959592263566933
Es hermoso viajar en avion!!,POSITIVE,0.71736010154087
Linda ducha les dieron,POSITIVE,0.718563724408032
"Que está alegría y emoción,siempre te acompañe",POSITIVE,0.885971478626178
Ante todo la buena onda,POSITIVE,0.930070226550725
Disfruten,POSITIVE,0.626538818569579
con un cafecito al final :),POSITIVE,0.947786216302962
Este octubre es Amarillo porque es bien Flybondi y bien Flybondi significa precios bajos bajos bajos!  http://fly.bo/epanqn pic.twitter.com/0Dv3sDjLPq,POSITIVE,0.887312756709621
Caipiriña!!!!,POSITIVE,0.963230919222699
Hola! @flybondioficial hoy se vuela!!! pic.twitter.com/CE0bm90MHX,POSITIVE,0.692421550331083
@flybondioficial buenas...tengo unas consultas sobre mí vuleo..me podrán ayudar?,POSITIVE,0.865366651039767
"Alegría! Samba, Caipiriña/Scol/Itaipaba, biscoito Globo, los cuerpos increíbles y envidiables de lxs brasilerxs, etc.",POSITIVE,0.744652601878735
Buen viaje Moni!,POSITIVE,0.858282512791871
Te hago luces desde el 777,POSITIVE,0.863649273484791
"Coisa mais linda, muy buena serie!!",POSITIVE,0.840594992608598
"Estamos muy contentos por haber sido parte de este evento multitudinario y, como todo lo que hacemos, representa un pasito más en nuestra meta de dar #LaLibertadDeVolar a todos los Argentinos!",POSITIVE,0.803460914141794
@VuelaJetSMART tiene ruta y es excelente,POSITIVE,0.815640835983266
Milo,POSITIVE,0.651175566242857
Y debemos poner toda nuestra fuerza para que siga cambiando!!!pic.twitter.com/hvujJf1LTN,POSITIVE,0.862118369563704
Buen viaje!,POSITIVE,0.858282512791871
Esta semana conocimos la historia de un viaje transformador de María Belén ¡y ganó un nuevo viaje!   Contanos la tuya: el próximo martes podrás ganar 2 vuelos de @flybondioficial con nosotros y @bastatodo #ViajarNosTransformahttps://twitter.com/bastatodo/status/1181617356868669440 …,POSITIVE,0.800491826584863
Que lindo!!!  Yo quiero!!!!,POSITIVE,0.754630046370063
El mejor viaje gracias @flybondioficial por la atención de la tripulación muy a gusto los vuelvo a elegir !!! pic.twitter.com/2SEJS5x5R4,POSITIVE,0.912418491075679
"Mi historia es que: me enamoré de un país después de haber visto una serie, y cuando lo fui a visitar transformó mi forma de SENTIR y AMAR. Y ahora? Ahora estoy esperando a recibirme para ir ahí, a Escocia, a VIVIR! A eso llamo transformación!  #ViajarNosTransforma Y MUCHO!pic.twitter.com/adofrZpGDX",POSITIVE,0.94876833763973
Buen viaje Moni!!!,POSITIVE,0.858282512791871
"En enero del 2017 .. Tuve la oportunidad de volver por segunda vez a Bariloche, desde ese viaje algo en mi se despertó , es difícil de explicar.. Pero no quiero dejar de viajar NUNCA  y sin dudas #viajarnostransforma  !!!",POSITIVE,0.738884800549332
Muchas ganas de nuevas promos!! Viajo con frecuencia por trabajo a Salta y cada tanto a Iguazú....   Necesito promoss // descuentosss// 2×1 // lo que sea!,POSITIVE,0.890991934123681
"#ViajarNosTransforma cuando fui a Bariloche en enero del 2013, principalmente porque había tenido una fuerte perdida e hice ese viaje con mi hermano, el paisaje y la tranquilidad de ese lugar me maravillaron y definitivamente quisiera volver",POSITIVE,0.801231117797809
